"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Oct 06 13:05:15 UTC 2025","Mon Oct 06 13:05:15 UTC 2025","276","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","validSignupTest","Valid signup test -- json has multiple data",""
"broken","Mon Oct 06 13:05:15 UTC 2025","Mon Oct 06 13:05:15 UTC 2025","276","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTestViaTestNGDataProvider","Create account using TestNG data provider",""
"broken","Mon Oct 06 13:05:15 UTC 2025","Mon Oct 06 13:05:15 UTC 2025","279","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","duplicateEmailTest","Duplicate email test",""
"broken","Mon Oct 06 13:05:12 UTC 2025","Mon Oct 06 13:05:15 UTC 2025","2828","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTestViaJsonPayload","Create account using JSON payload",""
"broken","Mon Oct 06 13:05:12 UTC 2025","Mon Oct 06 13:05:15 UTC 2025","2828","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTestViaJsonPayloadViaPaths","Create account using JSON payload with constants",""
"broken","Mon Oct 06 13:05:12 UTC 2025","Mon Oct 06 13:05:15 UTC 2025","2821","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTest","Creat account with valida data",""
