"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Sep 09 16:52:59 UTC 2025","Tue Sep 09 16:53:01 UTC 2025","2600","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTestViaJsonPayloadViaPaths","Create account using JSON payload with constants",""
"failed","Tue Sep 09 16:53:01 UTC 2025","Tue Sep 09 16:53:02 UTC 2025","517","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTestViaTestNGDataProvider","Create account using TestNG data provider",""
"passed","Tue Sep 09 16:52:59 UTC 2025","Tue Sep 09 16:53:01 UTC 2025","2644","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTest","Creat account with valida data",""
"failed","Tue Sep 09 16:52:59 UTC 2025","Tue Sep 09 16:53:01 UTC 2025","2600","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTestViaJsonPayload","Create account using JSON payload",""
"failed","Tue Sep 09 16:53:01 UTC 2025","Tue Sep 09 16:53:02 UTC 2025","522","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","duplicateEmailTest","Duplicate email test",""
"failed","Tue Sep 09 16:53:01 UTC 2025","Tue Sep 09 16:53:02 UTC 2025","510","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","validSignupTest","Valid signup test -- json has multiple data",""
