"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Sep 16 13:04:17 UTC 2025","Tue Sep 16 13:04:18 UTC 2025","471","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","validSignupTest","Valid signup test -- json has multiple data",""
"passed","Tue Sep 16 13:04:15 UTC 2025","Tue Sep 16 13:04:17 UTC 2025","2163","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTest","Creat account with valida data",""
"failed","Tue Sep 16 13:04:17 UTC 2025","Tue Sep 16 13:04:18 UTC 2025","474","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTestViaTestNGDataProvider","Create account using TestNG data provider",""
"failed","Tue Sep 16 13:04:17 UTC 2025","Tue Sep 16 13:04:18 UTC 2025","479","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","duplicateEmailTest","Duplicate email test",""
"failed","Tue Sep 16 13:04:15 UTC 2025","Tue Sep 16 13:04:17 UTC 2025","2116","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTestViaJsonPayloadViaPaths","Create account using JSON payload with constants",""
"failed","Tue Sep 16 13:04:15 UTC 2025","Tue Sep 16 13:04:17 UTC 2025","2116","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTestViaJsonPayload","Create account using JSON payload",""
