"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Oct 17 13:04:34 UTC 2025","Fri Oct 17 13:04:37 UTC 2025","2712","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTestViaJsonPayloadViaPaths","Create account using JSON payload with constants",""
"failed","Fri Oct 17 13:04:37 UTC 2025","Fri Oct 17 13:04:37 UTC 2025","537","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","validSignupTest","Valid signup test -- json has multiple data",""
"failed","Fri Oct 17 13:04:34 UTC 2025","Fri Oct 17 13:04:37 UTC 2025","2711","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTestViaJsonPayload","Create account using JSON payload",""
"failed","Fri Oct 17 13:04:37 UTC 2025","Fri Oct 17 13:04:37 UTC 2025","527","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTestViaTestNGDataProvider","Create account using TestNG data provider",""
"failed","Fri Oct 17 13:04:37 UTC 2025","Fri Oct 17 13:04:37 UTC 2025","532","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","duplicateEmailTest","Duplicate email test",""
"passed","Fri Oct 17 13:04:34 UTC 2025","Fri Oct 17 13:04:37 UTC 2025","2750","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTest","Creat account with valida data",""
