"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Sep 10 13:02:32 UTC 2025","Wed Sep 10 13:02:34 UTC 2025","2299","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTestViaJsonPayloadViaPaths","Create account using JSON payload with constants",""
"failed","Wed Sep 10 13:02:32 UTC 2025","Wed Sep 10 13:02:34 UTC 2025","2300","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTestViaJsonPayload","Create account using JSON payload",""
"failed","Wed Sep 10 13:02:34 UTC 2025","Wed Sep 10 13:02:35 UTC 2025","609","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","validSignupTest","Valid signup test -- json has multiple data",""
"failed","Wed Sep 10 13:02:34 UTC 2025","Wed Sep 10 13:02:35 UTC 2025","597","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTestViaTestNGDataProvider","Create account using TestNG data provider",""
"failed","Wed Sep 10 13:02:34 UTC 2025","Wed Sep 10 13:02:35 UTC 2025","611","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","duplicateEmailTest","Duplicate email test",""
"passed","Wed Sep 10 13:02:32 UTC 2025","Wed Sep 10 13:02:34 UTC 2025","2337","Parallel Test Suite","API Tests","com.api.tests.AccountCreationTest","com.api.tests.AccountCreationTest","accountCreationTest","Creat account with valida data",""
